state,crop,year,area_harvested_ha,yield_t_per_ha,production_tonnes
Osun,Maize,2018,48359.7,2.43,117515.1
Osun,Maize,2019,65886.4,1.83,120482.8
Osun,Maize,2020,51887.9,2.31,119765.5
Osun,Maize,2021,61721.8,1.91,118157
Osun,Maize,2022,63529.7,1.85,117268
Osun,Maize,2023,73216.3,1.79,130949.5
Osun,Maize,2024,55924.8,2.18,121838.3
Oyo,Maize,2014,114599.6,2.46,282006.8
Oyo,Maize,2015,99247.5,2.49,247574.1
Oyo,Maize,2016,136200.5,2.19,298188.1
Oyo,Maize,2017,158288.4,1.79,282957.9
Oyo,Maize,2018,119039.1,2.43,289825.3
Oyo,Maize,2019,126160.4,2.22,279797
Oyo,Maize,2020,148520.9,1.82,269639
Oyo,Maize,2021,141900.7,2.06,292447.6
Oyo,Maize,2022,118832.1,2.41,286378.4
Oyo,Maize,2023,156172.3,2.13,332250
Oyo,Maize,2024,151914.6,2.38,361445.9
Plateau,Maize,2014,481767.4,1.92,925738
Plateau,Maize,2015,316141.6,2.43,767764.7
Plateau,Maize,2016,327877,2.6,851390.6
Plateau,Maize,2017,448463.4,2.16,969877.4
Plateau,Maize,2018,331718,2.57,853980.4
Plateau,Maize,2019,373523.9,2.21,
Plateau,Maize,2020,384877.7,2.5,960945.5
Plateau,Maize,2021,446188.2,1.99,888833.6
Plateau,Maize,2022,383884.1,2.28,874376.2
Plateau,Maize,2023,621131.6,1.64,1015622.8
Plateau,Maize,2024,433173.9,2.21,955738.8
Sokoto,Maize,2014,96967.4,2.34,226690.1
Sokoto,Maize,2015,90291.8,2.54,228938.5
Sokoto,Maize,2016,85319.1,2.53,216094.4
Sokoto,Maize,2017,113834.6,2.16,246382.9
Sokoto,Maize,2018,107015.5,2.05,218848.5
Sokoto,Maize,2019,127742.7,2.04,260319.4
Sokoto,Maize,2020,81383.1,2.49,203025.4
Sokoto,Maize,2021,114415.4,2.17,248071.8
Sokoto,Maize,2022,136065.6,1.8,244305.2
Sokoto,Maize,2023,115025.2,2.1,241883.7
Sokoto,Maize,2024,122500,2.24,273856.2
Taraba,Maize,2014,347477.2,2.42,841322.5
Taraba,Maize,2015,362557.8,2.17,785452.7
Taraba,Maize,2016,365290,2.42,883931.9
Taraba,Maize,2017,576247,1.64,944204.9
Taraba,Maize,2018,466680.2,2,935691
Taraba,Maize,2019,457935.4,2.05,936969.2
Taraba,Maize,2020,370295,2.58,955874.6
Taraba,Maize,2021,583576.9,1.78,1036640.1
Taraba,Maize,2022,364786,2.51,916811.3
Taraba,Maize,2023,510279,2.45,1248484.9
Taraba,Maize,2024,489126.1,2.37,1159323.2
Yobe,Maize,2014,96257.6,1.97,189425.7
Yobe,Maize,2015,84292.7,1.81,152914.8
Yobe,Maize,2016,70053.9,2.26,158234.4
Yobe,Maize,2017,100735.8,1.72,173104.3
Yobe,Maize,2018,66466.9,2.56,170445.8
Yobe,Maize,2019,91757.1,1.92,176241
Yobe,Maize,2020,102674.4,1.89,194191.1
Yobe,Maize,2021,76863,2.45,188148.2
Yobe,Maize,2022,64200.1,2.58,165827.9
Yobe,Maize,2023,104614.7,1.85,193194.5
Yobe,Maize,2024,119319.1,1.8,214957.5
Zamfara,Maize,2014,150799.2,2.25,339638.8
Zamfara,Maize,2015,149534.7,2.28,340438.4
Zamfara,Maize,2016,173282.6,1.92,332890.7
Zamfara,Maize,2017,144354,2.14,308410.7
Zamfara,Maize,2018,129460,2.54,328294.3
Zamfara,Maize,2019,163623.9,2.14,349700.1
Zamfara,Maize,2020,150091.7,2.41,362039.6
Zamfara,Maize,2021,150308.8,2.21,332710.9
Zamfara,Maize,2022,141957.1,2.59,368247.9
Zamfara,Maize,2023,159648.7,2.54,405270.1
Zamfara,Maize,2024,155426.2,2.47,383375.6
Adamawa,Rice,2014,72845.4,2.68,195415.2
Adamawa,Rice,2015,58583.1,3.09,180843
Adamawa,Rice,2016,80825.6,2.73,220482.5
Adamawa,Rice,2017,104510.9,2.09,218823.7
Adamawa,Rice,2018,103172.3,2.06,212209.5
Adamawa,Rice,2019,90034.1,2.51,225840.3
Adamawa,Rice,2020,107493.6,2.13,228950.6
Adamawa,Rice,2021,94735.2,2.6,246616
Adamawa,Rice,2022,114405.1,2.08,238029.7
Adamawa,Rice,2023,104755.9,2.5,262336.7
Adamawa,Rice,2024,129611.1,2.17,280776
Anambra,Rice,2014,116632.5,2.4,279479.7
Anambra,Rice,2015,99557.1,2.68,267209.2
Anambra,Rice,2016,117905.3,2.38,280571.5
Anambra,Rice,2017,96711.2,3.12,301302.5
Anambra,Rice,2018,99563,3.01,299811.9
Anambra,Rice,2019,97185.3,3.01,292642.9
Anambra,Rice,2020,118101.7,2.41,284606.9
Anambra,Rice,2021,134097.8,2.47,331393.6
Anambra,Rice,2022,115718.3,3.12,360527.1
Anambra,Rice,2023,113764.3,2.75,313390.8
Anambra,Rice,2024,173822.6,2.1,364390
Bauchi,Rice,2014,44861.3,2.81,126046.9
Bauchi,Rice,2015,58826.4,2.32,136209.3
Bauchi,Rice,2016,45968.4,3.08,141798
Bauchi,Rice,2017,61769.7,2.09,129099.9
Bauchi,Rice,2018,54406.1,2.74,148923.7
Bauchi,Rice,2019,61200.6,2.34,142926.9
Bauchi,Rice,2020,56684.3,2.39,135674.3
Bauchi,Rice,2021,63472.4,2.94,186714.6
Bauchi,Rice,2022,45265.4,3.05,138128.2
Bauchi,Rice,2023,76391.5,2.24,171098.1
Bauchi,Rice,2024,86535.5,2.08,180250.5
Benue,Rice,2014,163229.6,2.42,394244.6
Benue,Rice,2015,166776.4,2.22,369753.4
Benue,Rice,2016,193070,2.15,415616.1
Benue,Rice,2017,180259.4,2.05,369723.2
Benue,Rice,2018,176080.3,2.41,423945.6
Benue,Rice,2019,259796.3,2.05,532794.2
Benue,Rice,2020,218710.5,2.29,500007.1
Benue,Rice,2021,174867.3,2.72,476144.8
Benue,Rice,2022,190232.3,2.53,481513.6
Benue,Rice,2023,214278.1,2.55,546420.1
Benue,Rice,2024,231017.9,2.34,541729.5
Borno,Rice,2014,22651.4,2.91,65972.4
Borno,Rice,2015,23594.3,3,70768.7
Borno,Rice,2016,29130.6,2.57,74943.6
Borno,Rice,2017,32642.7,2.26,73886.5
Borno,Rice,2018,28118.4,2.64,74134.9
Borno,Rice,2019,29066,2.82,81851
Borno,Rice,2020,25599.6,2.93,74974.3
Borno,Rice,2021,37527,2.14,80241.2
Borno,Rice,2022,34841.6,2.24,77918
Borno,Rice,2023,40966.4,2.01,82171.6
Borno,Rice,2024,28168.4,3.02,
Cross River,Rice,2014,101917.7,2.26,230328.7
Cross River,Rice,2015,88379.1,2.77,244798.9
Cross River,Rice,2016,95795.1,2.7,258462.2
Cross River,Rice,2017,78978.3,3.16,249906.5
Cross River,Rice,2018,101094.4,2.59,261543.2
Cross River,Rice,2019,87472.2,3.13,274181.7
Cross River,Rice,2020,143032.8,2.02,288490
Cross River,Rice,2021,125278.5,2.39,299837.7
Cross River,Rice,2022,118964.1,2.23,265058.5
Cross River,Rice,2023,114448.4,2.67,305282.9
Cross River,Rice,2024,114387,2.6,297131.4
Delta,Rice,2014,22159.9,2.89,64075
Delta,Rice,2015,31755,2.24,71278.4
Delta,Rice,2016,25922.5,2.59,67213.8
Delta,Rice,2017,27205.2,2.44,66456.5
Delta,Rice,2018,25149.9,2.97,74754.6
Delta,Rice,2019,30976.7,2.47,76518.8
Delta,Rice,2020,29365.2,2.64,77471
Delta,Rice,2021,38019.4,2.32,88058.2
Delta,Rice,2022,31444.7,2.31,72494.4
Delta,Rice,2023,28812.4,2.87,82812.1
Delta,Rice,2024,41952.4,2.03,85100.8
Ebonyi,Rice,2014,175822.2,2.86,502025.1
Ebonyi,Rice,2015,173772.8,3.15,548190.5
Ebonyi,Rice,2016,244248.2,2.4,586259.3
Ebonyi,Rice,2017,185705.5,2.72,505878.1
Ebonyi,Rice,2018,257509,2.11,542335.3
Ebonyi,Rice,2019,187693,3.11,584662.9
Ebonyi,Rice,2020,235688,2.59,611261.5
Ebonyi,Rice,2021,219711.2,2.92,642484.8
Ebonyi,Rice,2022,218072.4,2.71,589921.1
Ebonyi,Rice,2023,221390.5,2.84,628302.4
Ebonyi,Rice,2024,299414.4,2.22,663756.1
Ekiti,Rice,2014,67300.2,2.92,196384
Ekiti,Rice,2015,72300.3,2.75,198968.2
Ekiti,Rice,2016,101798.1,2.08,211529.9
Ekiti,Rice,2017,98060.4,2.01,197539
Ekiti,Rice,2018,101995.8,2.14,218177
Ekiti,Rice,2019,101263.3,2.57,260231.7
Ekiti,Rice,2020,103643.9,2.21,229415.3
Ekiti,Rice,2021,80457,3.07,247203.5
Ekiti,Rice,2022,86334,2.54,219542.2
Ekiti,Rice,2023,80762.6,3.04,245749.6
Ekiti,Rice,2024,108648,2.24,243126.2
Enugu,Rice,2014,67802.2,2.67,180702.4
Enugu,Rice,2015,58586.3,2.91,170328.7
Enugu,Rice,2016,73697.6,2.53,186559.8
Enugu,Rice,2017,53340.3,2.74,145970.8
Enugu,Rice,2018,86559.4,2.17,187638.7
Enugu,Rice,2019,77439.8,2.6,201567.8
Enugu,Rice,2020,73722.3,2.33,171676.2
Enugu,Rice,2021,85478,2.42,207054.7
Enugu,Rice,2022,71743.9,2.78,199769.1
Enugu,Rice,2023,83567.8,2.41,201133.4
Enugu,Rice,2024,79735.7,2.83,225469.8
Gombe,Rice,2014,58846,2.16,127230.7
Gombe,Rice,2015,51243.8,2.34,120129.4
Gombe,Rice,2016,72568.7,2.01,146096.7
Gombe,Rice,2017,68791.5,2.18,150260.9
Gombe,Rice,2018,62468.9,2.34,145900
Gombe,Rice,2019,51498.5,3.03,156114.6
Gombe,Rice,2020,63159.2,2.46,155510.5
Gombe,Rice,2021,75493.2,2.31,174243.2
Gombe,Rice,2022,43632.9,3.14,136999.4
Gombe,Rice,2023,52600.4,3.07,161253.7
Gombe,Rice,2024,89186.8,2.08,185773.3
Jigawa,Rice,2014,129823,2.3,298024.7
Jigawa,Rice,2015,104532.1,2.88,301069
Jigawa,Rice,2016,121485.4,2.66,323731.7
Jigawa,Rice,2017,95774,3.11,297936.2
Jigawa,Rice,2018,98677.2,3.01,297495.8
Jigawa,Rice,2019,186432.2,2.02,376495.6
Jigawa,Rice,2020,118315.3,2.86,337944.3
Jigawa,Rice,2021,149496.1,2.54,379400.1
Jigawa,Rice,2022,170818.3,2.11,359625.8
Jigawa,Rice,2023,134160.3,2.87,384787.6
Jigawa,Rice,2024,194602.4,2.08,404845.7
Kaduna,Rice,2014,93192.8,3.03,282159.2
Kaduna,Rice,2015,86317.9,3.13,270113.8
Kaduna,Rice,2016,99080.9,2.79,276143.1
Kaduna,Rice,2017,90321.7,3.11,280896.3
Kaduna,Rice,2018,99286.7,3.14,312114.8
Kaduna,Rice,2019,126297.9,2.58,325312.8
Kaduna,Rice,2020,120765.6,2.62,316768.3
Kaduna,Rice,2021,105521.2,3.06,322398.3
Kaduna,Rice,2022,123989.1,2.38,294804
Kaduna,Rice,2023,112957.6,2.91,328196.5
Kaduna,Rice,2024,111133.6,3.18,353764.4
Kano,Rice,2014,182850.4,2.77,505793.8
Kano,Rice,2015,185498.8,2.59,480851.5
Kano,Rice,2016,219114,2.49,545591.1
Kano,Rice,2017,258134.4,2.12,548111.4
Kano,Rice,2018,161421.1,3.18,514090
Kano,Rice,2019,204314.4,2.95,601719.4
Kano,Rice,2020,243846.8,2.41,587958.7
Kano,Rice,2021,197627,2.79,550880.3
Kano,Rice,2022,263661.9,2.22,586165
Kano,Rice,2023,319759,2.07,662048.9
Kano,Rice,2024,269468.4,2.09,564399.4
Katsina,Rice,2014,62469.1,2.09,130490.7
Katsina,Rice,2015,41503.7,3.19,132489.2
Katsina,Rice,2016,64404.3,2.18,140404.4
Katsina,Rice,2017,49779.9,3.02,150274.1
Katsina,Rice,2018,48925.9,2.78,136092.2
Katsina,Rice,2019,53607.9,2.47,132297.1
Katsina,Rice,2020,78631.3,2.03,159640.8
Katsina,Rice,2021,55536.6,3.01,166929.9
Katsina,Rice,2022,64217.9,2.38,153107.8
Katsina,Rice,2023,53334,3.17,168881.2
Katsina,Rice,2024,80238.7,2.35,188213.7
Kebbi,Rice,2014,332216.8,2.7,895752.2
Kebbi,Rice,2015,497342.8,2.09,
Kebbi,Rice,2016,352991.1,2.66,937805.4
Kebbi,Rice,2017,368428.5,2.73,1006725.3
Kebbi,Rice,2018,362406.6,2.74,993861.3
Kebbi,Rice,2019,559180.7,2.03,1133304.2
Kebbi,Rice,2020,330968,3.02,1000565.1
Kebbi,Rice,2021,516224.6,2.11,1090890.8
Kebbi,Rice,2022,384735.3,2.8,1075531
Kebbi,Rice,2023,394974.8,3.16,1247900.6
Kebbi,Rice,2024,497858.4,2.52,1253299.3
Kogi,Rice,2014,41594.4,2.27,94287.9
Kogi,Rice,2015,33180.2,3.03,100601.2
Kogi,Rice,2016,38141.1,2.72,103717.5
Kogi,Rice,2017,31159.7,3.16,98569
Kogi,Rice,2018,47681.3,2.55,121485.2
Kogi,Rice,2019,48311.8,2.36,114097.1
Kogi,Rice,2020,39831.4,3.11,124044.3
Kogi,Rice,2021,43276.6,2.98,129045.4
Kogi,Rice,2022,58239.2,2.07,120715.8
Kogi,Rice,2023,57787.9,2.36,136318.7
Kogi,Rice,2024,50615.9,3,151981.2
Kwara,Rice,2014,23659.9,2.63,62329.4
Kwara,Rice,2015,22719.7,2.96,67208
Kwara,Rice,2016,34533.8,2.02,69831.6
Kwara,Rice,2017,31619.3,2.45,77588.7
Kwara,Rice,2018,33210.3,2.12,70417.3
Kwara,Rice,2019,28491.9,2.86,81489.8
Kwara,Rice,2020,26404,2.97,78358.7
Kwara,Rice,2021,41553.3,2.08,86473.7
Kwara,Rice,2022,25500.7,2.93,74621
Kwara,Rice,2023,29217,2.52,73725.1
Kwara,Rice,2024,37667.5,2.6,97965.4
Nasarawa,Rice,2014,73195.3,3.09,226302.2
Nasarawa,Rice,2015,79890.5,2.91,232606.9
Nasarawa,Rice,2016,82408.9,3.02,248755.4
Nasarawa,Rice,2017,80316.2,3.16,254189.1
Nasarawa,Rice,2018,116698.9,2.18,254780.2
Nasarawa,Rice,2019,106328.1,2.6,276971.7
Nasarawa,Rice,2020,121420.6,2.32,281391
Nasarawa,Rice,2021,114866.8,2.5,287315.4
Nasarawa,Rice,2022,119505.6,2.3,275337.2
Nasarawa,Rice,2023,102728.1,3.03,311514.4
Nasarawa,Rice,2024,134568.8,2.45,329973.9
Niger,Rice,2014,234673.3,2.76,647016.5
Niger,Rice,2015,252521.3,2.58,650977.2
Niger,Rice,2016,270765.2,2.61,705777.6
Niger,Rice,2017,228898.1,2.97,680428
Niger,Rice,2018,281107.8,2.31,649210.9
Niger,Rice,2019,270103.2,2.92,787786.5
Niger,Rice,2020,341017,2.26,769538
Niger,Rice,2021,290626.5,2.92,849823.7
Niger,Rice,2022,222565,3.12,695396
Niger,Rice,2023,259627.9,3.09,802706.4
Niger,Rice,2024,288557.4,3.08,888105.7
Ogun,Rice,2014,38257.7,2.49,95293.9
Ogun,Rice,2015,41000.9,2.63,107919.6
Ogun,Rice,2016,40592.5,2.79,113333.7
Ogun,Rice,2017,43401.5,2.61,113355.9
Ogun,Rice,2018,48790.5,2.02,98387.6
Ogun,Rice,2019,36006.2,3.17,114205.6
Ogun,Rice,2020,37409,2.91,108784.5
Ogun,Rice,2021,45680.3,2.63,120219.1
Ogun,Rice,2022,49018,2.64,129633.2
Ogun,Rice,2023,44932,2.73,122782.3
Ogun,Rice,2024,67732.6,2.08,140862
Plateau,Rice,2014,23241.4,3.11,72363.6
Plateau,Rice,2015,23414.5,3.18,74506.2
Plateau,Rice,2016,30925.6,2.42,74922.2
Plateau,Rice,2017,33773,2.26,76269.2
Plateau,Rice,2018,31020.8,2.41,74877.8
Plateau,Rice,2019,32878.2,2.43,79771.1
Plateau,Rice,2020,31148.8,2.52,78533
Plateau,Rice,2021,28873.8,2.72,78462.4
Plateau,Rice,2022,31527.5,2.41,76122
Plateau,Rice,2023,33351.3,2.57,85578.3
Plateau,Rice,2024,30365.3,2.95,89718.1
Sokoto,Rice,2014,139381.8,2.31,322368.4
Sokoto,Rice,2015,135211.3,2.52,340507.2
Sokoto,Rice,2016,145494.8,2.27,330774
Sokoto,Rice,2017,164330.9,2.21,363500.1
Sokoto,Rice,2018,158503.1,2.34,371237.6
Sokoto,Rice,2019,165526.6,2.4,397850.4
Sokoto,Rice,2020,138593.9,2.73,378061.7
Sokoto,Rice,2021,166021,2.5,414556.6
Sokoto,Rice,2022,161192,2.58,415690.1
Sokoto,Rice,2023,148331.3,2.9,430431.2
Sokoto,Rice,2024,125760.7,3.1,390247.3
Taraba,Rice,2014,155346.2,2.2,342329.7
Taraba,Rice,2015,188044.6,2.11,397568.7
Taraba,Rice,2016,137628.2,3.02,415723.1
Taraba,Rice,2017,147566.5,2.55,375685.5
Taraba,Rice,2018,150060.2,2.57,385709.6
Taraba,Rice,2019,155811.8,2.66,413896.2
Taraba,Rice,2020,147545,2.97,437962.8
Taraba,Rice,2021,199297.9,2.12,422005.3
Taraba,Rice,2022,193354,2.12,410873.7
Taraba,Rice,2023,195765.4,2.67,523557
Taraba,Rice,2024,171544,2.92,500375.2
Yobe,Rice,2014,24062.3,2.6,62538.7
Yobe,Rice,2015,28043.8,2.53,70888.3
Yobe,Rice,2016,34345.3,2.27,77939.8
Yobe,Rice,2017,22057,3.13,69062.4
Yobe,Rice,2018,34797.9,2.03,70507.5
Yobe,Rice,2019,29565.5,2.81,83072.5
Yobe,Rice,2020,26161.7,3.01,78828.6
Yobe,Rice,2021,29250.4,2.87,83809.5
Yobe,Rice,2022,27715.7,2.75,76283.2
Yobe,Rice,2023,29321.7,3.14,92030.4
Yobe,Rice,2024,27549.2,2.66,73223.7
Zamfara,Rice,2014,54725.4,2.73,149531.7
Zamfara,Rice,2015,45058.1,3.2,144122.5
Zamfara,Rice,2016,52566.1,2.96,155769.2
Zamfara,Rice,2017,46254.4,2.5,115668.5
Zamfara,Rice,2018,57732.8,2.5,144171.8
Zamfara,Rice,2019,64632.6,2.31,149340.3
Zamfara,Rice,2020,70069,2.23,156361.1
Zamfara,Rice,2021,63539.3,2.5,158599.9
Zamfara,Rice,2022,62394.1,2.79,173864.3
Zamfara,Rice,2023,83896.3,2.25,188366.6
Zamfara,Rice,2024,74849,2.44,182892.4
Abia,Yam,2014,47103.8,10.55,496776.5
Abia,Yam,2015,37593.1,13.17,495203
Abia,Yam,2016,39633.4,13.49,534692.4
Abia,Yam,2017,39857.9,14.92,594810
Abia,Yam,2018,42005.6,13.39,562375.4
Abia,Yam,2019,40300,14.68,591479.4
Abia,Yam,2020,50675.6,11.86,600823
Abia,Yam,2021,40783,14.94,609421
Abia,Yam,2022,51518.3,12.02,619028.7
Abia,Yam,2023,52534.6,13.16,691408.1
Abia,Yam,2024,51799.5,13.43,695709
Adamawa,Yam,2014,82639.2,14.01,1157799.4
Adamawa,Yam,2015,135957.9,10.67,1450920
Adamawa,Yam,2016,94473.2,12.58,1188514.4
Adamawa,Yam,2017,98470.6,13.86,1365264.3
Adamawa,Yam,2018,130844.1,11.16,1459749.9
Adamawa,Yam,2019,116062,11.97,1389628
Adamawa,Yam,2020,126424,11.27,1424327.6
Adamawa,Yam,2021,130295,11.61,1512420.3
Adamawa,Yam,2022,117438.2,12.66,1486423.2
Adamawa,Yam,2023,143795.9,12.22,1757144.7
Adamawa,Yam,2024,160598.4,10.56,1695794.9
Anambra,Yam,2014,35974.1,13.57,488034.5
Anambra,Yam,2015,46311.1,12.1,560453.2
Anambra,Yam,2016,41314.4,11.51,475544
Anambra,Yam,2017,40225.4,14.07,565802.5
Anambra,Yam,2018,46245.1,12.83,593540.9
Anambra,Yam,2019,49396.3,10.98,542554.7
Anambra,Yam,2020,43311.2,13.8,597697.8
Anambra,Yam,2021,44580.1,13.71,611107.2
Anambra,Yam,2022,43084.9,13.6,585908
Anambra,Yam,2023,56433.5,11.22,633241.8
Anambra,Yam,2024,46983.2,14.96,702879.2
Bauchi,Yam,2014,21848.8,11.17,244109.2
Bauchi,Yam,2015,23260.2,11.18,259943.6
Bauchi,Yam,2016,23574.8,10.01,235893.2
Bauchi,Yam,2017,23726.3,11.59,274945
Bauchi,Yam,2018,19467,13.98,272151.2
Bauchi,Yam,2019,24502.6,11.7,286616.6
Bauchi,Yam,2020,27430.2,10.5,288071.2
Bauchi,Yam,2021,24413.4,11.71,285929.8
Bauchi,Yam,2022,22783.4,12.04,274329.4
Bauchi,Yam,2023,22214.4,13.82,307076.4
Bauchi,Yam,2024,30357.9,12.31,373585.1
Benue,Yam,2014,715333.6,11.39,8147728.3
Benue,Yam,2015,862732.9,10.02,8646740.5
Benue,Yam,2016,695682.8,12.65,8798795.1
Benue,Yam,2017,715608.6,11.67,8347911.7
Benue,Yam,2018,814687.8,11.73,9558238
Benue,Yam,2019,880134.9,10.47,9215329
Benue,Yam,2020,890332.4,10.49,9343702.4
Benue,Yam,2021,871737.8,10.9,9499728.2
Benue,Yam,2022,804602.5,13.75,11066657.5
Benue,Yam,2023,1078835.4,10.46,11283127.5
Benue,Yam,2024,1103645,12.28,13555256.4
Cross River,Yam,2014,106981.5,12.06,1289969.9
Cross River,Yam,2015,111577,12.98,1447829.9
Cross River,Yam,2016,140536.1,10.21,1434226.1
Cross River,Yam,2017,140842.5,10.02,1411763.7
Cross River,Yam,2018,127919.9,13.32,1703650.7
Cross River,Yam,2019,110306.6,14.9,1643140
Cross River,Yam,2020,104654.6,14.23,1489128.4
Cross River,Yam,2021,148092.5,11.27,
Cross River,Yam,2022,145863.9,12.25,1786565.4
Cross River,Yam,2023,190884.7,10.12,1931016
Cross River,Yam,2024,148142.3,13.95,2067131.7
Delta,Yam,2014,131866,12.45,1641533.7
Delta,Yam,2015,167683.4,10.68,1791547.7
Delta,Yam,2016,147455.1,12.16,1793771
Delta,Yam,2017,143106.1,11.21,1603961
Delta,Yam,2018,158649.2,11.37,1803197
Delta,Yam,2019,176339.9,10.5,1851447.6
Delta,Yam,2020,178693.8,10.69,1910052.1
Delta,Yam,2021,151498.5,14.77,2237030.3
Delta,Yam,2022,167528.2,10.89,1823741.5
Delta,Yam,2023,200124.4,11.6,2321934.1
Delta,Yam,2024,193934.5,14.66,2843952.7
Ebonyi,Yam,2014,27590.9,14.33,395302.7
Ebonyi,Yam,2015,27291.5,13.76,375525.9
Ebonyi,Yam,2016,32861.9,12.08,397072.3
Ebonyi,Yam,2017,31830.1,14,445496.7
Ebonyi,Yam,2018,29314.7,14.92,437289.4
Ebonyi,Yam,2019,37426.8,11.97,448018.3
Ebonyi,Yam,2020,41970,11.03,463100.2
Ebonyi,Yam,2021,39806,10.76,428487.4
Ebonyi,Yam,2022,31808.4,14.54,462349.5
Ebonyi,Yam,2023,35141.7,14.62,513749.5
Ebonyi,Yam,2024,57007.8,10.48,597213.3
Edo,Yam,2014,143325.3,12.32,1766465.6
Edo,Yam,2015,126506,14.99,1896058.7
Edo,Yam,2016,125763.9,14.8,1861164
Edo,Yam,2017,153351.9,12.95,1986057.1
Edo,Yam,2018,141997.6,12.97,1842112.4
Edo,Yam,2019,154832.9,13.72,2123997.7
Edo,Yam,2020,172105.4,12.76,2196838.3
Edo,Yam,2021,166745.2,12.77,2129683.9
Edo,Yam,2022,147350.9,14.23,2096809.4
Edo,Yam,2023,207368.2,12,2488082.2
Edo,Yam,2024,255438.4,10.35,2643328.3
Ekiti,Yam,2014,170392.3,10.57,1801135.1
Ekiti,Yam,2015,157429.5,12.95,2038963.8
Ekiti,Yam,2016,147919.7,13.92,2058912.5
Ekiti,Yam,2017,216378.7,10.24,2216334.3
Ekiti,Yam,2018,189543.4,10.86,2059336.1
Ekiti,Yam,2019,142818,13.67,1951960.9
Ekiti,Yam,2020,183801.9,13.26,2437690.7
Ekiti,Yam,2021,159451.7,14.7,2343954.7
Ekiti,Yam,2022,213706.1,10.76,2299827.3
Ekiti,Yam,2023,234066.6,11.38,2662686.1
Ekiti,Yam,2024,237260.9,11.68,2771361.4
Enugu,Yam,2014,62483.1,11.86,741269.5
Enugu,Yam,2015,80417.6,10.09,811280.1
Enugu,Yam,2016,59372.7,11.92,707872.5
Enugu,Yam,2017,63580.5,12.27,780278.5
Enugu,Yam,2018,61449.6,12.77,784570.1
Enugu,Yam,2019,73162.8,12.05,881297.2
Enugu,Yam,2020,61461.7,13.68,840529
Enugu,Yam,2021,72012.1,12.66,911632.4
Enugu,Yam,2022,79197.2,11.83,937036
Enugu,Yam,2023,73755.2,12.72,938367.8
Enugu,Yam,2024,80379.3,12.76,1025714.8
Gombe,Yam,2014,15859.6,14,222102.8
Gombe,Yam,2015,21630.5,11.42,247078.4
Gombe,Yam,2016,23797.3,10.56,251307.4
Gombe,Yam,2017,24534,11.08,
Gombe,Yam,2018,21492,12.57,270216.9
Gombe,Yam,2019,25866,10.81,279724.7
Gombe,Yam,2020,26512.5,10.6,281119.1
Gombe,Yam,2021,26245.1,11.71,307249.7
Gombe,Yam,2022,22746.8,13.24,301061.9
Gombe,Yam,2023,21004.1,14.89,312772.7
Gombe,Yam,2024,24053.4,14.88,
Imo,Yam,2014,89132.9,10.42,929129.8
Imo,Yam,2015,72390.2,14.58,1055195.8
Imo,Yam,2016,83851.5,10.33,865989.2
Imo,Yam,2017,85415.1,13.1,1118561.1
Imo,Yam,2018,97498,10.09,983832.7
Imo,Yam,2019,82399.3,13.6,1120347
Imo,Yam,2020,87296.7,12.71,1109700.6
Imo,Yam,2021,119131.7,10.59,1262172.4
Imo,Yam,2022,85126.2,13.75,1170323.3
Imo,Yam,2023,89398.4,14.38,1285149.6
Imo,Yam,2024,96772.8,14.42,1395874.8
Kaduna,Yam,2014,201148.3,13.1,2635402.9
Kaduna,Yam,2015,268455,12.01,3223280.1
Kaduna,Yam,2016,266809.2,11.5,3067483.1
Kaduna,Yam,2017,263963,11.3,2983241.6
Kaduna,Yam,2018,225401.3,13.54,3052037
Kaduna,Yam,2019,316650.7,10.75,3403003.8
Kaduna,Yam,2020,305023.1,11.01,3358438.7
Kaduna,Yam,2021,254626.3,13.55,3450498.3
Kaduna,Yam,2022,284632.5,12.19,3469656
Kaduna,Yam,2023,412149.5,10.1,4162228.3
Kaduna,Yam,2024,378690.5,11.29,4275052.5
Kogi,Yam,2014,224785.5,13.81,3103649.5
Kogi,Yam,2015,228869.1,13.36,3057247.8
Kogi,Yam,2016,239371.8,11.61,2779695.6
Kogi,Yam,2017,302636.3,11.21,3393284
Kogi,Yam,2018,314942.6,11.59,3648851.4
Kogi,Yam,2019,286864.8,10.89,3124591.3
Kogi,Yam,2020,255514.4,12.61,3222052.7
Kogi,Yam,2021,266699,14.37,3833231.7
Kogi,Yam,2022,341598.3,10.01,3419926.8
Kogi,Yam,2023,335477.2,10.99,3686575.9
Kogi,Yam,2024,355475.8,12.05,4283452.2
Kwara,Yam,2014,148697.2,10.2,83457869
Kwara,Yam,2015,178871.1,11.48,2053763.8
Kwara,Yam,2016,115866.1,14.78,1712123.3
Kwara,Yam,2017,184182.7,10.55,1943707.6
Kwara,Yam,2018,152476.6,12.68,1933556.4
Kwara,Yam,2019,133435.6,14.33,
Kwara,Yam,2020,129215.8,14.76,1907871.3
Kwara,Yam,2021,141695.1,14.76,2091596.7
Kwara,Yam,2022,139770.2,14.75,2061653.7
Kwara,Yam,2023,179038.7,11.28,2018757
Kwara,Yam,2024,203636.7,12.11,2466855.8
Nasarawa,Yam,2014,160981.8,13.91,2239260.6
Nasarawa,Yam,2015,200796.7,14.27,2864711.6
Nasarawa,Yam,2016,200918.1,12.81,2573248.3
Nasarawa,Yam,2017,247190.5,11.65,2880678.8
